ID;FULL_NAME;AGE;GENDER
11944;ethical haddock;88;M
11945;rough ferret;11;Z
11946;tall aphid;93;M
11947;preliminary fowl;66;Z
11948;innovative emu;93;Z
11949;bright cephalopod;31;Z
11950;worried hare;77;Z
11951;legislative guan;66;M
11952;sufficient scorpion;30;M
11953;western clam;72;Z
11954;only toucan;66;M
11955;widespread roundworm;35;Z
11956;witty cattle;85;Z
11957;rainy bedbug;45;Z
11958;adverse constrictor;22;Z
11959;bold bobolink;37;M
11960;neutral moose;82;M
11961;gastric junglefowl;33;M
11962;entitled butterfly;60;M
11963;selfish whippet;38;M
11964;provincial opossum;19;M
11965;easy horse;21;M
11966;growing chinchilla;23;M
11967;molecular perch;89;M
11968;handsome spider;76;M
11969;nearby ferret;95;M
11970;indirect camel;26;Z
11971;like dog;55;M
11972;huge quail;95;M
11973;adorable aphid;21;M
11974;melted dog;13;Z
11975;general wasp;11;Z
11976;above hippopotamus;63;M
11977;amateur thrush;11;M
11978;juicy quelea;36;Z
11979;rotten stoat;24;M
11980;clear hummingbird;99;Z
11981;wonderful tern;53;M
11982;small cardinal;47;M
11983;outside skink;45;Z
11984;fluttering partridge;95;M
11985;numerous impala;36;Z
11986;traditional orca;42;M
11987;crude stork;67;Z
11988;experimental ferret;37;M
11989;unsightly tarsier;16;Z
11990;black aphid;44;M
11991;joyous canidae;81;Z
11992;supreme falcon;71;M
11993;frequent tyrannosaurus;17;M
11994;optimistic falcon;94;Z
11995;cruel mouse;28;Z
11996;national galliform;53;Z
11997;fond capybara;78;M
11998;excited dolphin;13;Z
11999;permanent damselfly;73;Z
12000;curly rat;40;M
12001;scattered echidna;39;Z
12002;ordinary goat;87;M
12003;clean hare;96;Z
12004;prior gazelle;67;Z
12005;sensitive buzzard;36;M
12006;accurate tuna;27;M
12007;widespread mole;74;M
12008;territorial leech;39;Z
12009;increasing woodpecker;14;Z
12010;obvious cat;87;M
12011;mammoth tiger;41;Z
12012;confidential opossum;37;M
12013;balanced felidae;32;M
12014;shiny chicken;64;M
12015;commercial bear;37;M
12016;agreeable sheep;98;M
12017;injured jay;73;M
12018;commercial crocodile;51;M
12019;accepted chicken;69;M
12020;conscious hedgehog;70;Z
12021;working snake;57;Z
12022;precious shark;99;M
12023;harsh halibut;38;Z
12024;main whale;16;Z
12025;shy tyrannosaurus;14;Z
12026;unfortunate meadowlark;60;M
12027;aesthetic dragonfly;93;Z
12028;agreed chicken;43;Z
12029;widespread tuna;37;Z
12030;late platypus;25;M
12031;cruel porpoise;29;M
12032;resulting bison;30;M
12033;annual parrot;48;M
12034;distant wallaby;90;Z
12035;juicy cow;78;Z
12036;historical mackerel;86;Z
12037;big cobra;90;Z
12038;controlled turkey;93;M
12039;gentle cat;55;M
12040;fellow guppy;45;Z
12041;literary panda;36;Z
12042;striped ostrich;30;M
12043;unusual cicada;91;M
12044;oral falcon;85;Z
12045;hushed deer;71;Z
12046;poor tarantula;79;M
12047;surviving louse;29;Z
12048;hot minnow;58;Z
12049;wasteful iguana;26;Z
12050;sporting cephalopod;79;Z
12051;dangerous anaconda;20;Z
12052;superior fowl;39;Z
12053;raw hare;29;Z
12054;sick meadowlark;12;Z
12055;homeless lobster;53;M
12056;tremendous roadrunner;96;M
12057;dear kite;25;Z
12058;sound goldfish;72;Z
12059;prospective gayal;52;M
12060;scientific jaguar;28;M
12061;fair sheep;97;M
12062;frightened rodent;57;Z
12063;aggregate cricket;12;Z
12064;teenage cardinal;44;M
12065;competent snail;14;M
12066;productive toad;29;M
12067;multiple pigeon;69;M
12068;long parrotfish;69;M
12069;quaint rooster;48;M
12070;distant mastodon;42;Z
12071;long panther;14;M
12072;overwhelming jaguar;40;Z
12073;separate donkey;83;Z
12074;autonomous guan;42;Z
12075;primary donkey;59;M
12076;smooth ptarmigan;28;M
12077;equivalent blackbird;89;M
12078;eager marlin;30;Z
12079;cautious newt;48;Z
12080;icy alligator;73;Z
12081;distinct meerkat;89;M
12082;immense swallow;20;M
12083;extraordinary monkey;51;M
12084;exuberant skunk;15;M
12085;dramatic eel;49;Z
12086;long marlin;60;M
12087;fun hoverfly;45;M
12088;molecular hoverfly;52;Z
12089;delighted mackerel;53;M
12090;wee kangaroo;29;M
12091;colossal horse;28;Z
12092;plain peafowl;89;M
12093;unlikely ermine;39;Z
12094;territorial mosquito;16;Z
12095;logical kiwi;25;M
12096;fuzzy bat;56;Z
12097;royal horse;57;Z
12098;strange pig;63;M
12099;complex zebra;35;M
12100;separate anaconda;49;Z
12101;tough mockingbird;35;M
12102;accessible raven;14;Z
12103;numerous takin;25;Z
12104;conservation gibbon;84;M
12105;fantastic newt;33;Z
12106;dominant thrush;29;Z
12107;imaginative jaguar;10;Z
12108;content peafowl;69;M
12109;gleaming swordtail;98;Z
12110;unfair porcupine;62;Z
12111;testy jay;57;Z
12112;electrical rooster;21;M
12113;able llama;29;Z
12114;ideal loon;61;M
12115;reasonable snail;42;Z
12116;anxious gull;29;Z
12117;musical cat;72;M
12118;patient duck;88;Z
12119;long loon;63;Z
12120;late lark;83;Z
12121;sensible mammal;89;Z
12122;controlled donkey;13;M
12123;future bison;89;M
12124;robust tarsier;84;M
12125;calm monkey;40;M
12126;domestic asp;87;Z
12127;comfortable roundworm;42;M
12128;stiff gerbil;50;M
12129;direct tyrannosaurus;67;M
12130;great lamprey;59;M
12131;worldwide weasel;11;M
12132;confused sawfish;13;Z
12133;blank gorilla;31;Z
12134;lucky jackal;43;Z
12135;difficult panda;51;M
12136;residential meerkat;10;M
12137;slight goat;95;Z
12138;tight gayal;41;M
12139;fashionable wolverine;85;M
12140;lively butterfly;25;M
12141;historical goose;53;M
12142;breezy cockroach;18;M
12143;supposed raven;89;Z
12144;grumpy meerkat;16;M
12145;grand hoverfly;48;Z
12146;rainy bug;64;M
12147;relieved swordfish;91;M
12148;naked ape;39;Z
12149;unlikely lamprey;93;Z
12150;changing hedgehog;85;M
12151;bitter bobolink;24;M
12152;surviving dog;81;Z
12153;tall leech;32;Z
12154;bottom jellyfish;84;M
12155;mental sloth;91;M
12156;common alpaca;40;M
12157;dead urial;64;M
12158;unable emu;47;M
12159;useful dog;80;Z
12160;theoretical wildebeest;98;M
12161;primary pig;87;M
12162;sad armadillo;97;Z
12163;naughty vulture;70;Z
12164;massive dragonfly;37;Z
12165;essential clam;82;M
12166;supporting armadillo;43;Z
12167;permanent octopus;35;Z
12168;steep loon;79;M
12169;secret gerbil;39;Z
12170;characteristic quail;63;M
12171;fixed squirrel;84;Z
12172;weak cheetah;71;M
12173;smoggy anteater;72;Z
12174;retail bat;69;Z
12175;impossible cat;32;M
12176;human quelea;65;M
12177;keen primate;55;Z
12178;natural angelfish;60;Z
12179;forthcoming muskox;56;Z
12180;complicated swan;38;M
12181;poor bear;86;M
12182;marine moth;66;M
12183;ugliest dog;88;Z
12184;changing landfowl;88;Z
12185;evil jaguar;72;M
12186;squealing panda;31;Z
12187;convincing mandrill;59;M
12188;round goldfish;25;M
12189;lost gecko;68;Z
12190;easy lizard;19;M
12191;outstanding skink;68;Z
12192;rude mongoose;97;M
12193;special weasel;60;M
12194;visible yak;26;Z
12195;liquid lemur;66;Z
12196;healthy alligator;37;M
12197;institutional coyote;23;Z
12198;causal opossum;75;M
12199;ambitious reindeer;44;M
12200;uniform mongoose;59;M
12201;ethical raccoon;32;Z
12202;enormous lobster;76;Z
12203;systematic stoat;54;M
12204;unhappy dog;52;M
12205;local tiglon;66;Z
12206;vivid rat;46;Z
12207;perfect owl;27;M
12208;arrogant boar;23;Z
12209;simple toucan;82;M
12210;sore grasshopper;96;Z
12211;chief dingo;51;M
12212;charming parrot;41;M
12213;flat hamster;11;Z
12214;beautiful coral;64;Z
12215;amused pony;19;M
12216;beautiful xerinae;66;M
12217;friendly grouse;84;Z
12218;tough bear;30;Z
12219;spectacular cephalopod;17;M
12220;average tuna;50;Z
12221;cold macaw;51;M
12222;moral dog;81;M
12223;tender crane;88;Z
12224;inland mosquito;10;Z
12225;competent bee;21;M
12226;amused locust;92;M
12227;ridiculous dragonfly;41;M
12228;modest chameleon;85;M
12229;adequate toucan;22;M
12230;intense chimpanzee;30;M
12231;brief marten;86;M
12232;stupid goat;45;Z
12233;mute dog;98;M
12234;fellow otter;45;M
12235;lexical perch;94;Z
12236;mobile rhinoceros;59;M
12237;hard minnow;86;M
12238;southern jaguar;75;M
12239;explicit moose;32;Z
12240;skilled sheep;52;Z
12241;rich horse;19;M
12242;naval hare;94;M
12243;gigantic dragonfly;38;Z
12244;sure shrew;63;M
12245;round swallow;72;Z
12246;ridiculous vicuna;81;Z
12247;occasional deer;31;M
12248;successful whitefish;84;Z
12249;civic termite;77;Z
12250;wet hoverfly;75;M
12251;crazy hawk;32;Z
12252;valid aardwolf;84;M
12253;quiet bandicoot;62;Z
12254;melodic peafowl;76;M
12255;likely gayal;98;M
12256;coherent boar;91;Z
12257;thundering silkworm;64;M
12258;large lark;82;Z
12259;silky swan;71;M
12260;other kingfisher;31;M
12261;fierce herring;30;M
12262;helpless squid;49;Z
12263;respective salamander;69;Z
12264;short wildebeest;63;Z
12265;kind urial;68;Z
12266;moral junglefowl;44;M
12267;added cow;58;Z
12268;blonde partridge;17;M
12269;human parakeet;92;M
12270;technological harrier;54;Z
12271;handicapped cat;74;Z
12272;strange goat;68;M
12273;massive angelfish;54;M
12274;unusual thrush;82;M
12275;monetary guppy;37;M
12276;silly warbler;21;Z
12277;ill termite;48;M
12278;clinical vicuna;39;M
12279;advisory earthworm;34;M
12280;husky chicken;86;Z
12281;frightened beaver;27;M
12282;swift rabbit;52;M
12283;western wren;15;M
12284;resonant reindeer;18;M
12285;conscious starfish;84;M
12286;tender prawn;12;Z
12287;due ferret;82;M
12288;olympic goldfish;37;M
12289;near yak;70;Z
12290;illegal badger;45;M
12291;isolated coral;62;Z
12292;flaky cattle;29;Z
12293;organic mandrill;30;Z
12294;bright giraffe;97;Z
12295;upper wildfowl;35;M
12296;curly earwig;64;M
12297;envious orca;97;Z
12298;realistic rooster;95;M
12299;frozen chicken;71;Z
12300;dreadful panther;94;M
12301;lonely muskox;48;M
12302;real flamingo;40;Z
12303;abundant koi;88;Z
12304;minimal gecko;68;M
12305;quickest butterfly;46;Z
12306;consistent bobolink;96;Z
12307;final beetle;45;M
12308;quick badger;54;Z
12309;valid warbler;83;M
12310;handicapped ant;76;Z
12311;happy bandicoot;12;M
12312;fast guppy;31;Z
12313;continental sailfish;16;Z
12314;harsh wombat;88;Z
12315;severe viper;10;M
12316;wicked rattlesnake;48;M
12317;dangerous buzzard;29;M
12318;favourite hummingbird;25;M
12319;ethnic chipmunk;16;M
12320;temporary gayal;13;Z
12321;retail tiglon;70;Z
12322;wrong harrier;18;M
12323;severe lizard;35;M
12324;broad tarsier;76;M
12325;cheap squirrel;14;Z
12326;troubled marmoset;23;M
12327;unknown limpet;99;M
12328;lovely tiglon;67;Z
12329;orange bovid;55;Z
12330;thick possum;89;M
12331;representative dragonfly;21;M
12332;magic barnacle;57;M
12333;hollow chickadee;47;Z
12334;frequent cattle;66;Z
12335;level canidae;76;M
12336;hungry magpie;41;M
12337;moral snail;20;M
12338;neat toad;76;M
12339;formidable rook;96;Z
12340;ashamed finch;51;Z
12341;tight wolf;21;Z
12342;great koi;69;Z
12343;magic possum;42;M
12344;protective ferret;43;M
12345;wide flyingfish;63;M
12346;resident gayal;80;Z
12347;clear donkey;12;Z
12348;cold coyote;75;Z
12349;helpless bass;18;Z
12350;fat gazelle;62;M
12351;bloody antlion;65;M
12352;big crocodile;32;Z
12353;arbitrary raven;76;Z
12354;magnetic wren;37;M
12355;extended gibbon;50;M
12356;comparable parakeet;59;M
12357;tropical hippopotamus;53;Z
12358;delicate octopus;69;Z
12359;responsible shrimp;79;M
12360;brief skunk;76;Z
12361;funny spider;60;M
12362;increasing gopher;12;Z
12363;radical silverfish;10;M
12364;economic mule;53;M
12365;jealous piranha;74;M
12366;initial xerinae;26;Z
12367;educational goat;56;M
12368;tired peacock;44;M
12369;thirsty orangutan;11;Z
12370;occupational primate;57;M
12371;fresh fish;57;Z
12372;casual walrus;17;Z
12373;rear lemur;18;Z
12374;bored minnow;87;M
12375;faint minnow;90;M
12376;damp partridge;75;Z
12377;selective parrotfish;23;M
12378;integral pigeon;11;M
12379;proper deer;10;M
12380;wooden yak;45;M
12381;motionless tarsier;94;Z
12382;experienced skink;76;M
12383;incredible goose;11;M
12384;fortunate spider;61;M
12385;well caterpillar;24;M
12386;secret raccoon;18;Z
12387;special moth;60;M
12388;western coyote;99;M
12389;clever reptile;60;M
12390;marvellous warbler;82;Z
12391;early swordtail;56;M
12392;round gayal;94;M
12393;standard chinchilla;95;M
12394;nice snail;16;M
12395;excessive cat;77;Z
12396;final dingo;58;M
12397;semantic termite;79;M
12398;scrawny tarsier;29;M
12399;powerful toucan;83;M
12400;welsh cicada;73;Z
12401;homeless raven;22;Z
12402;bad wallaby;75;Z
12403;red grouse;39;Z
12404;cuddly wildebeest;91;M
12405;senior spider;51;M
12406;territorial angelfish;76;Z
12407;elegant hawk;31;Z
12408;negative turtle;92;Z
12409;enormous hawk;15;Z
12410;melodic dingo;96;M
12411;legitimate chinchilla;74;Z
12412;rubber porcupine;34;M
12413;developing raven;87;Z
12414;intelligent seahorse;48;M
12415;unknown fish;29;Z
12416;particular smelt;99;Z
12417;basic kiwi;20;M
12418;brave grouse;86;M
12419;unacceptable duck;67;M
12420;interior gopher;35;Z
12421;quick cat;66;M
12422;radical mink;61;M
12423;victorian centipede;36;M
12424;neighbouring parrotfish;37;Z
12425;intellectual anaconda;23;M
12426;visiting wildfowl;42;M
12427;definite cow;10;M
12428;immediate wombat;91;M
12429;tight moose;16;Z
12430;equal ox;76;Z
12431;distinctive aardwolf;70;Z
12432;steady peafowl;12;Z
12433;magnificent python;30;Z
12434;lovely silverfish;22;Z
12435;crucial crow;43;M
12436;bright donkey;72;M
12437;arbitrary guan;66;Z
12438;better bear;94;Z
12439;mild guppy;91;M
12440;honest slug;91;M
12441;grateful dog;27;M
12442;evil tiglon;38;Z
12443;aware mole;18;M
12444;neighbouring clam;62;Z
12445;revolutionary beetle;15;Z
12446;unacceptable damselfly;28;M
12447;native scallop;32;Z
12448;senior harrier;53;M
12449;blank mockingbird;15;Z
12450;open roadrunner;38;Z
12451;soft spoonbill;42;M
12452;ultimate guan;40;M
12453;robust dinosaur;86;Z
12454;cautious felidae;99;Z
12455;promising angelfish;42;M
12456;estimated harrier;75;M
12457;linguistic goldfish;21;M
12458;motionless alligator;88;M
12459;positive dove;57;M
12460;blushing bonobo;46;Z
12461;single clownfish;13;Z
12462;flat lion;69;Z
12463;useful booby;98;Z
12464;cruel hookworm;95;M
12465;puzzled meerkat;93;M
12466;unusual eel;34;M
12467;popular walrus;69;M
12468;intermediate silverfish;98;M
12469;rational wildfowl;17;Z
12470;equivalent mosquito;56;M
12471;inadequate hippopotamus;79;M
12472;shaky vulture;10;Z
12473;nutty otter;35;M
12474;loud sailfish;38;Z
12475;federal canidae;30;M
12476;territorial warbler;67;Z
12477;monthly cattle;34;M
12478;smooth egret;53;Z
12479;universal frog;57;Z
12480;marxist salamander;27;Z
12481;french locust;16;M
12482;clear owl;49;M
12483;mutual guanaco;24;Z
12484;judicial toucan;39;M
12485;sexual bedbug;49;Z
12486;strategic mammal;44;M
12487;willing barracuda;19;M
12488;physical bear;65;M
12489;reliable penguin;34;Z
12490;adjacent asp;65;M
12491;representative orca;52;Z
12492;dark scallop;64;M
12493;personal giraffe;35;Z
12494;adverse lemur;74;Z
12495;historical anaconda;48;M
12496;horrible blackbird;59;M
12497;mature sawfish;28;M
12498;colonial cricket;53;M
12499;naval wildcat;19;M
12500;satisfied blackbird;55;Z
12501;alleged gorilla;93;Z
12502;valuable gopher;90;Z
12503;boiling kangaroo;32;Z
12504;splendid mastodon;17;M
12505;exceptional pig;50;Z
12506;financial sailfish;99;M
12507;integrated marten;79;M
12508;Sound cicada;71;M
12509;proposed parakeet;22;M
12510;outer llama;53;M
12511;harsh sturgeon;48;Z
12512;black duck;66;M
12513;applicable finch;54;Z
12514;compatible guppy;77;Z
12515;unusual penguin;84;M
12516;soft seahorse;78;M
12517;naked booby;73;Z
12518;quiet dormouse;18;Z
12519;new leopard;53;Z
12520;famous scallop;74;Z
12521;convincing duck;35;M
12522;innocent opossum;43;M
12523;extreme fly;93;M
12524;visible tick;73;M
12525;isolated turtle;73;Z
12526;foreign barracuda;73;M
12527;correct minnow;71;Z
12528;puny cephalopod;87;M
12529;western flamingo;72;Z
12530;chilly grouse;48;M
12531;interior unicorn;95;M
12532;foreign spider;84;Z
12533;real toucan;95;M
12534;spectacular dragonfly;31;M
12535;foolish cow;33;Z
12536;pregnant python;33;M
12537;ready parakeet;35;Z
12538;impossible tiger;97;M
12539;little stoat;59;Z
12540;tired landfowl;62;M
12541;total swordfish;88;Z
12542;eldest cheetah;34;M
12543;manual penguin;47;Z
12544;nice leopard;70;M
12545;many horse;15;M
12546;broad damselfly;88;M
12547;joint donkey;41;Z
12548;silky starfish;78;M
12549;realistic elk;66;Z
12550;clinical crawdad;96;Z
12551;specified whale;32;M
12552;filthy skunk;48;M
12553;uniform hare;95;M
12554;disappointed sparrow;93;M
12555;easy cougar;64;M
12556;ordinary seahorse;12;M
12557;silly monkey;81;M
12558;teenage cardinal;56;M
12559;olympic dragonfly;74;M
12560;giant porpoise;37;Z
12561;orange chinchilla;91;M
12562;charming rabbit;76;M
12563;healthy planarian;84;M
12564;rich koala;85;Z
12565;visual cod;88;Z
12566;remaining anaconda;17;M
12567;severe xerinae;86;Z
12568;perfect sparrow;98;M
12569;crude minnow;22;Z
12570;initial nightingale;76;M
12571;confused fowl;13;M
12572;heavy skunk;96;Z
12573;defensive parakeet;12;Z
12574;quick roadrunner;93;Z
12575;negative sawfish;27;M
12576;fit wallaby;32;M
12577;musical octopus;20;Z
12578;ethnic weasel;69;M
12579;hard wolf;37;M
12580;fashionable newt;80;Z
12581;famous pelican;32;Z
12582;labour chicken;24;Z
12583;simple muskox;60;Z
12584;moderate constrictor;66;M
12585;handsome magpie;61;M
12586;funny mole;72;Z
12587;ambitious fish;65;Z
12588;innocent swift;98;M
12589;continental crane;93;M
12590;outside shark;77;M
12591;fantastic marmoset;42;M
12592;wonderful primate;43;M
12593;thundering aardvark;87;Z
12594;previous caterpillar;86;Z
12595;qualified kangaroo;46;Z
12596;printed mink;42;Z
12597;still walrus;21;Z
12598;happy reindeer;52;Z
12599;cruel porcupine;68;Z
12600;condemned sheep;96;Z
12601;unusual emu;21;Z
12602;unable whale;29;Z
12603;delightful fish;44;M
12604;black capybara;23;Z
12605;scary antelope;30;M
12606;grey tern;95;M
12607;short anaconda;35;M
12608;remarkable whitefish;22;Z
12609;fragile swallow;40;M
12610;tragic condor;75;M
12611;stiff dormouse;10;M
12612;overwhelming grasshopper;45;Z
12613;straightforward dinosaur;91;M
12614;historical woodpecker;93;M
12615;revolutionary falcon;29;M
12616;eager anglerfish;39;M
12617;round swordtail;11;Z
12618;initial parakeet;29;M
12619;male koi;75;Z
12620;determined egret;83;Z
12621;clear ocelot;41;M
12622;permanent tiger;15;M
12623;excessive kangaroo;48;Z
12624;indirect guppy;46;Z
12625;different flyingfish;73;Z
12626;quiet sawfish;38;M
12627;prime alpaca;68;M
12628;ancient jaguar;72;M
12629;cruel woodpecker;51;Z
12630;average tarsier;51;M
12631;itchy xerinae;92;M
12632;divine seahorse;55;M
12633;splendid sole;47;M
12634;bottom swift;93;Z
12635;striped junglefowl;77;Z
12636;fluffy falcon;36;Z
12637;impossible dragon;73;Z
12638;novel jay;16;Z
12639;important turtle;34;M
12640;organisational dragon;32;Z
12641;electric tarantula;46;M
12642;wooden kiwi;29;Z
12643;zany lion;98;M
12644;funny muskox;93;M
12645;alright wombat;42;M
12646;boiling partridge;40;Z
12647;french mongoose;66;M
12648;magic falcon;88;M
12649;crazy tahr;44;Z
12650;notable marten;57;M
12651;rainy sloth;27;Z
12652;dual orca;82;Z
12653;prime alpaca;34;Z
12654;global penguin;50;M
12655;bold possum;47;Z
12656;delicious crawdad;80;M
12657;old peafowl;77;Z
12658;modern rabbit;32;Z
12659;gross goldfish;81;M
12660;famous vole;33;Z
12661;aesthetic tiger;67;M
12662;selective salamander;38;M
12663;sour sparrow;58;M
12664;dusty lark;96;M
12665;sympathetic kite;82;M
12666;dual tyrannosaurus;23;Z
12667;near clam;32;M
12668;impossible armadillo;74;Z
12669;governing marten;59;M
12670;static horse;22;Z
